problem,numSols,stage,gap,time,iterations,restarts
10teams,1,1,1.0822510822510822,0.514897261,8,0
30n20b8,1,3,200.0,26.449384693,889,240
50v-10,1,2,126.80615420944598,0.447152598,31,1
CMS750_4,1,1,88.88888888888889,12.840369077,213,27
a1c1s1,1,1,23.835317167098427,0.651300719,35,3
academictimetablesmall,1,3,inf,532.201878688,989,16
aflow30a,1,1,187.8238341968912,0.140987682,37,4
aflow40b,1,1,138.61301369863014,0.326647854,33,2
air04,1,1,1.182820599604539,3.207155979,10,0
air05,1,1,2.4759232577538484,0.939763113,5,0
app1-1,1,2,66.66666666666667,2.336941132,153,90
app1-2,1,2,43.90243902439025,21.733563294,113,57
arki001,1,3,3.0408926949117974,22.884634963,851,230
assign1-5-8,1,1,1.4150943396235933,0.092739149,22,0
atlanta-ip,1,1,8.900629973766456,15.230786053,18,0
b1c1s1,1,1,217.8611123077705,1.209156429,42,7
bab2,1,3,21.066988280136194,878.603395273,779,170
bab6,1,3,9.834272752079741,490.790543001,732,271
beasleyC3,1,1,12.73209549071618,0.318582829,52,13
binkar10_1,1,1,0.9683802264566433,0.064330998,12,0
blp-ar98,1,1,70.69853052219698,2.490344803,21,0
blp-ic98,1,1,33.292251749600865,0.508900115,3,0
bnatt400,0,0,0,0,0,0
bppc4-08,1,1,35.84905660377358,1.114993694,63,9
brazil3,1,2,487.5,23.61184209,25,0
buildingenergy,1,2,1.3912145036735288,602.262026901,11,0
cap6000,1,1,0.34984418961261365,0.03337838,1,0
cbs-cta,1,1,0.0,2.77238987,41,10
chromaticindex1024-7,1,1,0.0,53.973861008,2,0
chromaticindex512-7,1,1,0.0,45.864237645,2,0
cmflsp50-24-8-8,1,1,12.162919676780321,8.661298989,62,15
co-100,1,1,259.9168850698184,6.755392046,18,0
cod105,1,1,100.0,1.742723039,1,0
comp07-2idx,1,2,3850.0,5.315708062,20,0
comp21-2idx,1,2,336.4864864864865,4.305274577,24,0
cost266-UUE,1,1,73.76746529635918,0.476943551,26,0
cryptanalysiskb128n5obj16,0,0,0,0,0,0
csched007,1,2,38.46153846153846,7.839971374,783,150
csched008,1,2,9.826589595375722,1.704152141,209,56
cvs16r128-89,1,1,97.9381443298969,0.972747695,1,0
dano3_3,1,1,0.008979373125562616,17.796975359,18,0
dano3_5,1,1,0.11359457652020848,39.438284968,36,3
dano3mip,1,1,15.031108597285044,123.045149676,70,18
danoint,1,1,651.4307458143074,2.641378546,128,52
disctom,1,1,0.0,1.306582149,2,0
drayage-100-23,1,1,20.1238262487642,0.528703843,19,0
drayage-25-23,1,1,2.025250243177408,0.456413937,16,0
ds,1,1,5695.251336898489,6.000573277,1,0
dws008-01,1,3,27.390677751208727,55.7263068,845,254
eil33-2,1,1,440.7063534994712,0.063003339,1,0
eilA101-2,1,1,466.38764181779794,0.999034604,1,0
enlight_hard,1,3,0.0,5.341719388,723,219
exp-1-500-5-5,1,1,56.96116077526674,0.096635337,30,0
fast0507,1,1,14.367816091954023,0.916386552,1,0
fastxgemm-n2r6s0t2,1,1,650.8695652173913,0.282415587,19,0
fhnw-binpack4-48,0,0,0,0,0,0
fiball,1,2,12.318840579710145,7.143433933,52,5
fiber,1,1,160.5454171010545,0.069565872,16,0
fixnet6,1,1,58.95053979412503,0.104685797,31,1
gen-ip002,1,2,16.47404906422928,0.006810344,1,0
gen-ip054,1,2,13.57159346087679,0.060940556,16,0
germanrr,1,2,3.097865059236674,11.043215581,58,10
gesa2-o,1,2,9.986245925027962,0.195403442,32,2
gesa2,1,2,2.70304653241005,0.30057481,31,1
