problem,numSols,stage,gap,time,iterations
10teams,1,3,9.941520467836257,5.575545175,20
30n20b8,1,3,60.0,1.415183797,20
50v-10,1,3,54.19499073394615,0.126193601,10
CMS750_4,1,3,58.34710743801653,2.77260024,20
a1c1s1,1,3,63.319357804971325,0.276473664,20
academictimetablesmall,1,3,100.0,160.218061952,20
aflow30a,1,3,51.26262626262626,0.075285074,20
aflow40b,1,3,63.30505812126924,0.212397585,20
air04,1,1,0.09432283324434952,2.352479108,7
air05,1,1,3.982816368137469,0.662802511,4
app1-1,1,3,100.0,0.32745143,20
app1-2,1,3,0.0,32.997985484,20
arki001,1,3,1.8199112058985811,1.363943112,20
assign1-5-8,1,3,54.01301518438221,0.080846952,20
atlanta-ip,1,2,14.294396376851738,14.079785958,20
b1c1s1,1,3,62.42711645627089,0.304053935,20
bab2,1,3,9.310874101264606,138.918324191,20
bab6,1,3,7.323568751416344,67.776543704,20
beasleyC3,1,3,15.280898876404494,0.124265308,20
binkar10_1,1,2,3.2110825363551245,0.067991463,16
blp-ar98,1,2,44.30396117281051,1.667990618,15
blp-ic98,1,1,33.922915251853205,0.228837641,1
bnatt400,0,3,100,43.332431198,20
bppc4-08,1,3,98.97266912192285,0.420861543,20
brazil3,1,3,87.87878787878788,18.094596502,20
buildingenergy,1,3,2.85084667990344,702.158155318,10
cap6000,1,1,0.34984418961261365,0.028299759,1
cbs-cta,1,3,100.0,1.185025068,20
chromaticindex1024-7,1,1,0.0,62.971245421,3
chromaticindex512-7,1,1,0.0,40.006569991,2
cmflsp50-24-8-8,0,3,100,41.310469577,20
co-100,1,2,72.14228775143405,5.29869431,14
cod105,1,1,100.0,1.626170636,1
comp07-2idx,1,2,97.23502304147465,3.606851384,11
comp21-2idx,1,2,81.68316831683168,2.374252693,11
cost266-UUE,1,2,28.00652140106615,0.231696044,15
cryptanalysiskb128n5obj16,1,3,0.0,2180.204639488,20
csched007,1,3,31.976744186046272,1.930546075,20
csched008,1,3,8.947368421052632,1.778616967,20
cvs16r128-89,1,1,97.9381443298969,0.869832463,1
dano3_3,1,2,1.11626582047554e-10,18.823698102,13
dano3_5,1,3,97.49163080018886,26.237576756,20
dano3mip,1,3,97.10608695652174,42.428483927,20
danoint,0,3,100,3.040874157,20
disctom,1,1,0.0,1.170804864,2
drayage-100-23,1,2,12.679605009281879,0.349229586,15
drayage-25-23,1,2,6.284618884172661,0.296742706,11
ds,1,1,97.45787653844357,5.407814121,1
dws008-01,1,3,13.028204989080933,7.225106019,20
eil33-2,1,1,42.70880893104147,0.05869945,1
eilA101-2,1,1,64.8886984572174,0.912438876,1
enlight_hard,0,3,100,1.166806938,14
exp-1-500-5-5,1,3,90.56807429071237,0.063122615,20
fast0507,1,1,36.72727272727273,0.798752584,1
fastxgemm-n2r6s0t2,1,2,83.94975575715283,0.281856964,17
fhnw-binpack4-48,0,3,100,21.263119016,20
fiball,1,3,8.609271523178808,3.323190126,20
fiber,1,2,61.61897564246381,0.058642001,16
fixnet6,1,3,20.89374379344588,0.063087333,20
gen-ip002,1,2,16.950993641411536,0.005574387,1
gen-ip054,1,2,12.549286985294193,0.003337896,1
