problem,numSols,stage,gap,time,iterations
10teams,1,2,2.1186440677966103,29.985774433,536
30n20b8,1,3,92.98653042266605,22.515930236,907
50v-10,1,2,52.40280201834987,0.14593888,13
CMS750_4,1,1,34.54545454545455,6.341558808,106
a1c1s1,1,1,27.66462596181887,0.365585468,32
academictimetablesmall,1,3,100.0,585.74646575,1467
aflow30a,1,1,41.128622267412304,0.10839486,32
aflow40b,1,1,57.86435786435786,0.291148536,33
air04,1,1,0.10321202953999466,2.207844937,5
air05,1,1,3.1364771558689584,1.373984916,15
app1-1,1,1,33.333333333333336,0.969396887,70
app1-2,1,1,43.90243902439025,29.21198527,131
arki001,1,3,2.8469682127894993,13.892852398,751
assign1-5-8,1,1,0.4694835680760514,0.087143399,24
atlanta-ip,1,1,12.630434495302609,17.822930869,37
b1c1s1,1,1,76.15681134222727,0.449654139,34
bab2,1,2,20.771500485751318,445.437061312,364
bab6,1,3,12.243539991188031,478.879516885,779
beasleyC3,1,1,11.91588785046729,0.193251526,35
binkar10_1,1,1,3.2110825363551245,0.068811458,16
blp-ar98,1,1,42.304875641997484,1.754008509,16
blp-ic98,1,1,33.922915251853205,0.227488713,1
bnatt400,0,3,100,142.207064151,996
bppc4-08,1,1,14.516129032258064,0.979881218,60
brazil3,1,2,80.0,18.587444508,25
buildingenergy,1,2,0.7269073071269481,575.302434825,11
cap6000,1,1,0.34984418961261365,0.028521746,1
cbs-cta,1,1,0.0,2.453108059,40
chromaticindex1024-7,1,1,0.0,55.806101585,2
chromaticindex512-7,1,1,0.0,38.826340229,2
cmflsp50-24-8-8,1,2,18.021588974650896,58.678456336,470
co-100,1,1,75.1288401461407,5.221558989,16
cod105,1,1,100.0,1.640820598,1
comp07-2idx,1,2,97.1830985915493,6.100184964,30
comp21-2idx,1,2,81.45363408521304,4.377314434,32
cost266-UUE,1,1,27.84232498083862,0.368628783,31
cryptanalysiskb128n5obj16,0,0,0,3600.0,0
csched007,1,3,37.096774193548384,10.344692922,1033
csched008,1,1,8.947368421052632,0.939573868,105
cvs16r128-89,1,1,97.9381443298969,0.870937725,1
dano3_3,1,1,1.1154768006342435e-10,18.294501683,15
dano3_5,1,1,0.017654792664073687,74.767295736,39
dano3mip,1,1,13.375630388807545,155.241004519,74
danoint,1,1,86.69205371792015,2.516978606,135
disctom,1,1,0.0,1.168625776,2
drayage-100-23,1,1,2.263193669467847,0.322223363,14
drayage-25-23,1,1,9.837840229603518,0.652052556,31
ds,1,1,97.45787653844357,5.411503775,1
dws008-01,1,3,29.741466473464325,52.584008491,906
eil33-2,1,1,42.70880893104147,0.058598433,1
