problem,numSols,stage,gap,time,iterations
10teams,1,2,11.83206106870229,7.616546783,117
30n20b8,1,2,66.66666666666667,3.229267451,87
50v-10,1,2,53.04130051172467,0.170217613,15
CMS750_4,1,1,41.935483870967744,4.423586566,73
a1c1s1,1,1,62.46518344065232,0.343913313,31
academictimetablesmall,1,3,100.0,428.887049941,691
aflow30a,1,1,61.63021868787276,0.128588045,39
aflow40b,1,1,61.91718291490056,0.269030135,31
air04,1,1,0.09432283324434952,2.329833734,7
air05,1,1,3.982816368137469,0.659544774,4
app1-1,1,1,0.0,0.472971081,35
app1-2,1,1,43.90243902439025,9.806064104,40
arki001,1,3,2.842929527569929,27.491496803,1187
assign1-5-8,1,1,1.3953488372102276,0.078822062,20
atlanta-ip,1,1,14.294388246620679,14.266779397,22
b1c1s1,1,1,63.8257425739003,0.40429024,33
bab2,1,3,38.361092398472906,899.978121648,790
bab6,1,1,8.620843668807774,80.702557395,55
beasleyC3,1,1,13.333333333333334,0.17572678,33
binkar10_1,1,1,3.2110825363551245,0.067029864,16
blp-ar98,1,1,44.30396117281051,1.653919482,15
blp-ic98,1,1,33.922915251853205,0.234400287,1
bnatt400,1,3,0.0,147.022819211,730
bppc4-08,1,1,36.904761904761905,1.05097203,63
brazil3,1,2,83.6734693877551,16.584968507,17
buildingenergy,1,2,0.7088335627249314,788.006383862,11
cap6000,1,1,0.34984418961261365,0.029303126,1
cbs-cta,1,1,0.0,2.540271296,40
chromaticindex1024-7,1,1,0.0,55.462973111,3
chromaticindex512-7,1,1,0.0,42.535049992,2
cmflsp50-24-8-8,1,3,18.187113768185792,193.27100681,1306
co-100,1,1,75.2284856170095,5.800575611,18
cod105,1,1,100.0,1.621553567,1
comp07-2idx,1,2,97.1830985915493,5.950069777,30
comp21-2idx,1,2,79.83651226158038,4.566933652,33
cost266-UUE,1,1,28.006521401066134,0.232473628,15
cryptanalysiskb128n5obj16,0,0,0,3600.0,0
csched007,1,1,32.10831721470019,0.620130248,57
csched008,1,1,8.947368421052632,1.09546981,102
cvs16r128-89,1,1,97.9381443298969,0.869172326,1
dano3_3,1,1,1.11626582047554e-10,18.816303276,13
dano3_5,1,1,0.04435009124026205,25.72757281,25
dano3mip,1,1,11.833761072936484,248.207063691,70
danoint,1,1,86.69205371792015,4.076782815,132
disctom,1,1,0.0,1.171894914,2
drayage-100-23,1,1,5.492002522267471,0.31610462,14
drayage-25-23,1,1,4.806975519476243,0.339484792,13
ds,1,1,97.45787653844357,5.405966595,1
dws008-01,0,3,100,68.387890645,783
eil33-2,1,1,42.70880893104147,0.058326224,1
eilA101-2,1,1,64.8886984572174,0.910542745,1
enlight_hard,1,3,0.0,2.639311102,903
exp-1-500-5-5,1,1,56.89264871372118,0.082724632,30
fast0507,1,1,36.72727272727273,0.826524924,1
fastxgemm-n2r6s0t2,1,1,88.68666994589277,0.323703489,20
fhnw-binpack4-48,0,3,100,52.265137739,1171
fiball,1,2,12.658227848101266,6.37454771,56
fiber,1,1,61.61897564246381,0.05772891,16
fixnet6,1,1,20.89374379344588,0.08724472,31
gen-ip002,1,2,16.950993641411536,0.005382884,1
gen-ip054,1,2,12.549286985294193,0.003428964,1
germanrr,1,2,3.113139439943444,10.988078468,55
gesa2-o,1,2,35.094796844595244,0.239958964,38
gesa2,1,2,2.1643256614212665,0.090786762,13
gfd-schedulen180f7d50m30k18,0,0,0,3600.0,0
glass-sc,1,1,23.333333333333332,0.481901019,1
glass4,1,1,92.94113000710244,0.246567224,107
gmu-35-40,1,1,5.833822434182062,0.098312939,14
gmu-35-50,1,1,13.424835787157697,0.219945325,25
graph20-20-1rand,1,1,11.11111111111111,3.814309718,39
graphdraw-domain,1,2,19.907237886000242,0.309273603,68
h80x6320d,1,1,20.943035912108357,1.199908354,31
harp2,1,1,12.695157432553115,0.04757727,13
highschool1-aigio,1,2,100.0,740.631991667,13
hypothyroid-k1,1,1,0.0,5.043462758,1
ic97p,1,3,13.571585178688885,3.757290578,778
ic97t,1,3,10.225461170576196,4.288026076,1562
icir97p,1,3,17.179520754222864,16.154440429,848
icir97t,1,2,15.158371040723981,8.750892265,457
irish-electricity,1,1,4.974862599178952,18.827672797,23
irp,1,1,10.253258229465642,0.422364528,6
istanbul-no-cutoff,1,1,33.033226479455124,5.761012389,22
k1mushroom,1,1,18.248175182481752,39.16015666,1
lectsched-5-obj,1,3,95.79684763572679,74.239453683,837
leo1,1,1,44.57482692104331,0.100256031,1
leo2,1,1,43.066272045719664,0.192730325,1
liu,1,1,87.09216480114313,1.010227118,90
lotsize,1,1,39.87109736633542,0.398492225,41
mad,1,1,99.30927835051546,0.113350619,14
manna81,1,2,0.0,0.102311108,3
map10,1,1,16.363636363636363,37.4690196,33
map16715-04,1,1,88.28828828828829,53.299429083,46
markshare1,1,1,99.58847736625515,0.00232018,1
markshare2,1,1,99.82517482517483,0.00244741,1
markshare_4_0,1,1,98.66666666666667,0.002079142,1
mas74,1,2,41.23651297819262,0.15327072,90
mas76,1,2,11.541397853063712,0.15193634,90
mc11,1,1,49.78304764359668,0.36806121,41
