problem,numSols,stage,gap,time,iterations
10teams,1,2,2.1186440677966103,0.683422245,11
30n20b8,0,2,100,1.22580942,20
50v-10,0,2,100,0.107682163,10
CMS750_4,0,2,100,1.704685888,20
a1c1s1,0,2,100,0.339063355,20
academictimetablesmall,0,2,100,11.970346504,20
aflow30a,0,2,100,0.068384437,20
aflow40b,0,2,100,0.180578491,20
air04,1,1,1.3756148981026002,1.972316216,10
air05,1,1,2.340220691698141,0.600574036,5
app1-1,0,2,100,0.296453186,20
app1-2,0,2,100,6.352559976,20
arki001,0,2,100,0.304457346,20
assign1-5-8,1,1,4.504504504505401,0.025480694,4
atlanta-ip,1,2,22.420910458833685,13.472352307,20
b1c1s1,0,2,100,0.245714749,20
bab2,0,2,100,93.09897282,20
bab6,0,2,100,47.613726022,20
beasleyC3,0,2,100,0.11140879,20
binkar10_1,0,2,100,0.08319412,20
blp-ar98,1,2,43.5409536685713,1.79905911,16
blp-ic98,1,1,24.97688448698636,0.465209447,3
bnatt400,0,2,100,2.989284151,20
bppc4-08,1,1,33.75,0.115576784,5
brazil3,0,2,100,33.596904993,20
buildingenergy,1,2,1.3721252975256704,142.167648801,3
cap6000,1,1,0.34984418961261365,0.029397391,1
cbs-cta,0,2,100,1.044879661,20
chromaticindex1024-7,1,1,0.0,75.386933324,5
chromaticindex512-7,1,1,0.0,55.717886572,5
cmflsp50-24-8-8,0,2,100,3.541770962,20
co-100,1,2,75.10920510233572,4.866330768,12
cod105,1,1,100.0,1.701525253,1
comp07-2idx,1,2,98.2089552238806,4.945600442,11
comp21-2idx,0,2,100,4.822025016,20
cost266-UUE,0,2,100,0.283124102,20
cryptanalysiskb128n5obj16,0,2,100,183.256487338,20
csched007,0,2,100,0.242312124,20
csched008,0,2,100,0.219193381,20
cvs16r128-89,1,1,97.9381443298969,0.870435935,1
dano3_3,1,1,0.01038420532413522,18.685678332,2
dano3_5,1,1,0.3163367627454773,19.171823241,2
dano3mip,1,1,13.375630388807545,23.584634669,5
danoint,0,2,100,0.193104907,20
disctom,1,1,0.0,1.172893511,2
drayage-100-23,1,2,5.0152218564519515,0.312275212,12
drayage-25-23,1,1,6.284618884172661,0.169435004,4
ds,1,1,98.27444930018311,5.574181171,1
dws008-01,0,2,100,0.999301698,20
eil33-2,1,1,81.50567320824024,0.060681787,1
eilA101-2,1,1,82.34424754059708,1.009771733,1
enlight_hard,0,2,100,0.03289485,16
exp-1-500-5-5,1,2,63.93271220398734,0.035757811,12
fast0507,1,1,12.56281407035176,0.830780136,1
fastxgemm-n2r6s0t2,0,2,100,0.307339475,20
fhnw-binpack4-48,0,2,100,0.467585378,20
fiball,1,2,10.38961038961039,1.534631749,10
fiber,1,2,58.39038484869742,0.042422967,11
fixnet6,0,2,100,0.059898664,20
gen-ip002,1,2,16.47404906422928,0.005238821,1
gen-ip054,1,2,8.838266839827334,0.009130672,5
germanrr,0,2,100,4.545694439,20
gesa2-o,0,2,100,0.118926776,20
gesa2,0,2,100,0.095372383,13
gfd-schedulen180f7d50m30k18,0,2,100,308.742278954,20
glass-sc,1,1,8.0,0.486114322,1
glass4,0,2,100,0.048883914,20
gmu-35-40,1,1,7.605918589613913,0.030820935,3
gmu-35-50,0,2,100,0.179188536,20
graph20-20-1rand,0,2,100,1.830278463,20
graphdraw-domain,0,2,100,0.096863728,20
h80x6320d,0,2,100,0.707789684,20
harp2,1,2,12.235064163665893,0.047362327,13
highschool1-aigio,0,2,100,625.222497984,20
hypothyroid-k1,1,1,0.0,5.046944682,1
ic97p,0,2,100,0.074371987,14
ic97t,0,2,100,0.054380983,20
icir97p,0,2,100,0.275051178,20
icir97t,0,2,100,0.337601499,20
irish-electricity,1,1,6.9285347825687085,10.662795658,5
irp,1,1,1.587511635709429,0.218118518,2
istanbul-no-cutoff,1,2,9.164118348570499,3.797342251,12
k1mushroom,1,1,18.248175182481752,51.916111491,1
lectsched-5-obj,0,2,100,2.058646739,20
leo1,1,1,26.858280288117875,0.108328654,1
leo2,1,1,22.98922218145535,0.238544938,1
liu,1,2,80.50359712230215,0.169609339,13
lotsize,0,2,100,0.221422687,20
mad,1,2,98.40968431046761,0.091073066,11
manna81,1,2,56.73047705864479,0.068672397,2
map10,1,1,44.24242424242424,11.126198553,7
map16715-04,1,1,80.18018018018019,18.852523467,9
markshare1,1,1,99.87819732034104,0.004402665,1
markshare2,1,1,99.89949748743719,0.002693002,1
markshare_4_0,1,1,98.66666666666667,0.002208615,1
mas74,1,2,26.000159399238388,0.01766032,6
mas76,1,2,10.856954899233902,0.009942063,4
mc11,0,2,100,0.192576074,20
mcsched,1,1,5.7154552209255245,0.475992684,4
mik-250-20-75-4,1,2,9.877440201908186,0.028763203,6
milo-v12-6-r2-40-1,0,2,100,0.321599217,20
misc07,1,2,28.589580686149937,0.102515251,17
mkc,1,2,90.83114579638173,0.035629753,2
mod011,1,1,16.819869761812885,0.121322168,6
modglob,1,1,36.98966582251562,0.018890247,6
momentum1,0,2,100,1.177425599,20
msc98-ip,0,2,100,4.181299579,20
mushroom-best,0,2,100,7.299389347,20
mzzv11,1,2,26.38364490284555,2.64921928,15
mzzv42z,1,2,20.477117818889973,1.721129721,6
n2seq36q,1,1,22.551928783382788,0.344931077,1
n3div36,1,1,23.329425556858148,0.359265939,1
n5-3,0,2,100,0.139223257,10
neos-1122047,1,1,100.0,0.070456271,0
neos-1171448,1,1,19.41747572815532,0.810085835,4
neos-1171737,1,1,19.487179487179485,0.281560738,3
neos-1354092,0,2,100,100.988447348,20
neos-1445765,1,1,32.68852274644323,0.598980361,5
neos-1456979,0,2,100,2.026626602,20
neos-1582420,0,2,100,0.397547691,20
neos-2657525-crna,1,2,91.83174672516286,0.050044834,18
neos-2746589-doon,0,2,100,8.377239671,20
neos-2978193-inde,1,1,1.674998929801807e-07,0.18858968,3
neos-2987310-joes,0,2,100,3.348326011,20
neos-3004026-krka,0,2,100,1.312608733,20
neos-3024952-loue,0,2,100,0.966232555,10
neos-3046615-murg,0,2,100,0.031357077,20
neos-3083819-nubu,1,2,0.7983473510012407,0.039371859,1
neos-3216931-puriri,0,2,100,9.09533409,20
neos-3381206-awhea,0,2,100,0.163522857,12
neos-3402294-bobin,1,1,63.351498637602454,15.004658197,10
neos-3555904-turama,0,2,100,180.008099472,20
neos-3627168-kasai,0,2,100,0.096382812,20
neos-3656078-kumeu,0,2,100,4.160491533,20
neos-3754480-nidda,1,1,0.3211319671150368,0.032951357,10
neos-4300652-rahue,0,2,100,17.459338279,20
neos-4338804-snowy,0,2,100,0.177501155,20
neos-4387871-tavua,0,2,100,0.396986194,20
neos-4413714-turia,1,1,46.56349612882139,20.239446922,7
neos-4532248-waihi,0,2,100,71.812715543,20
neos-4647030-tutaki,1,1,52.36043902504107,10.333843921,10
neos-4722843-widden,0,2,100,14.959019387,20
neos-4738912-atrato,0,2,100,0.444748587,20
neos-4763324-toguru,1,1,26.723632908625085,14.33482155,9
neos-4954672-berkel,1,2,40.05035136274963,0.033085196,11
neos-5049753-cuanza,0,2,100,49.104747731,20
neos-5052403-cygnet,1,1,0.0,42.713248483,2
neos-5093327-huahum,0,2,100,1.525436631,20
neos-5104907-jarama,0,2,100,312.469633039,20
neos-5107597-kakapo,0,2,100,0.252754747,20
neos-5114902-kasavu,0,2,100,644.867957958,20
