problem,numSols,stage,gap,time,iterations
10teams,0,2,100,1.324593831,20
30n20b8,0,2,100,1.117921115,20
50v-10,0,2,100,0.10428745,10
CMS750_4,0,2,100,1.493156581,20
a1c1s1,0,2,100,0.315223059,20
academictimetablesmall,0,2,100,10.315151665,20
aflow30a,0,2,100,0.068032571,20
aflow40b,0,2,100,0.179484913,20
air04,1,1,1.7088928965384413,2.568449686,10
air05,1,1,5.581212186302939,1.207583481,8
app1-1,0,2,100,0.297146945,20
app1-2,0,2,100,5.758693108,20
arki001,0,2,100,0.321075255,20
assign1-5-8,1,1,9.401709401710253,0.025262711,4
atlanta-ip,0,2,100,13.281332604,20
b1c1s1,0,2,100,0.238364524,20
bab2,0,2,100,114.45282983,20
bab6,0,2,100,55.662747493,20
beasleyC3,0,2,100,0.11157326,20
binkar10_1,0,2,100,0.08360478,20
blp-ar98,0,2,100,2.341211995,20
blp-ic98,1,1,24.97688448698636,0.467474271,3
bnatt400,0,2,100,2.98625123,20
bppc4-08,0,2,100,0.32289333,20
brazil3,0,2,100,32.954932382,20
buildingenergy,1,2,1.372125297525734,302.079820526,5
cap6000,1,1,0.34984418961261365,0.02946831,1
cbs-cta,0,2,100,1.049408023,20
chromaticindex1024-7,1,1,0.0,56.056766152,2
chromaticindex512-7,1,1,0.0,40.587010159,2
cmflsp50-24-8-8,0,2,100,3.790549742,20
co-100,1,1,75.10920510233572,2.860525302,7
cod105,1,1,100.0,1.636420097,1
comp07-2idx,1,2,97.36842105263158,4.957637024,11
comp21-2idx,0,2,100,5.171384019,20
cost266-UUE,1,1,26.038011872097353,0.179879004,10
cryptanalysiskb128n5obj16,0,2,100,183.446740007,20
csched007,0,2,100,0.249106994,20
csched008,0,2,100,0.216894432,20
cvs16r128-89,1,1,97.9381443298969,0.871147808,1
dano3_3,1,1,0.009036913294338072,18.475903798,2
dano3_5,1,1,0.3159946876339561,19.654365602,3
dano3mip,1,2,13.375630388807545,24.447370379,12
danoint,0,2,100,0.225720272,20
disctom,1,1,0.0,1.173672555,2
drayage-100-23,1,1,5.2367466720952836,0.181386607,7
drayage-25-23,1,2,8.519765161636228,0.384381693,12
ds,1,1,98.27444930018311,5.572906308,1
dws008-01,0,2,100,0.96731858,20
eil33-2,1,1,81.50567320824024,0.060639527,1
eilA101-2,1,1,82.34424754059708,1.00245599,1
enlight_hard,0,2,100,0.027709028,13
exp-1-500-5-5,0,2,100,0.055458889,20
fast0507,1,1,12.56281407035176,0.828348932,1
fastxgemm-n2r6s0t2,0,2,100,0.293487501,20
fhnw-binpack4-48,0,2,100,0.455296452,20
