problem,numSols,gap,stage3Time
30n20b8,1,183.11258278145695,0.5332172100000003
CMS750_4,1,294.04761904761904,0.974850414
academictimetablesmall,1,inf,1426.11936018
arki001,1,1.1550603559930401,2.9867166830000005
bab2,1,26.41588062295295,21.64195260400004
bab6,1,31.37197047116035,20.738951195999988
cmflsp50-24-8-8,1,12.087834226463352,8.000581832
csched007,1,53.276353276346796,4.154173868999999
dws008-01,1,66.72457422130292,8.226147106000003
eilA101-2,1,466.38764181779794,4.157956303999924
glass4,1,628.0310950674411,0.019855857000000005
ic97p,1,10.045662100456621,0.06084553799999998
ic97t,1,8.548959918822932,7.589354471
icir97p,1,21.075098811968395,0.242193055
icir97t,1,8.423529411764706,0.827091751
irish-electricity,1,39.472996647421716,15.636765886000035
lectsched-5-obj,1,2133.3333333333335,5.310863845999999
markshare1,1,670600.0,0.0012661690000000045
markshare_4_0,1,281900.0,0.0012942020000000012
momentum1,1,58.86704678556442,7.8665984070000015
neos-1456979,1,97.1590909090909,8.140562478
neos-1582420,1,54.94505494505494,2.361223856
neos-2746589-doon,1,24.454735584105425,27.698696697000003
neos-2987310-joes,1,1.4965527707145311e-09,1.3361806180000002
neos-3024952-loue,1,209.0633876513634,19.819181646000004
neos-3216931-puriri,1,127.7902411665732,28.937270884000014
neos-3381206-awhea,1,4.856512141280353,5.859259021
neos-3555904-turama,1,2.047673590086744e-14,10.825264787000037
neos-4300652-rahue,1,206.40642510272448,19.039043051999997
neos-4338804-snowy,1,1087.8314072059798,0.047821400999999986
neos-4387871-tavua,1,297.5185669921202,0.532090271
neos-4532248-waihi,1,949.3506493506494,57.726939931000004
neos-5049753-cuanza,1,34.69750957534185,30.48123627400001
neos-5107597-kakapo,1,961.7283950617284,4.1201644129999995
neos-848589,1,1849724.9085875584,0.04478758100000135
neos20,1,60.8294930875576,1.9836846380000002
nh97p,1,9.097320169111393,0.07077862899999998
nh97t,1,11.777150916784203,10.235461556
ns1830653,1,538.2601105615362,0.629961861
physiciansched3-3,1,897.3736797269241,6.210285827000007
physiciansched6-2,1,6.692482361527857,5.133884788000001
piperout-08,1,13.803526448362721,1.4323925329999998
piperout-27,1,0.0,1.557054125
proteindesign122trx11p8,1,1.1448196908986834,1.7334462499999859
rB12-111111,1,69.84902743532543,0.23624923999999936
rC10-100001,1,1264.511856218996,0.009933693000000021
radiationm18-12-05,1,249.9430718433337,0.13693021300000008
radiationm40-10-02,1,101.03200968273589,2.4356174500000005
rd-rplusc-21,1,101.85801245863759,5.565857169000001
rocI-4-11,1,49.66443822575418,7.299498623000002
rocII-5-11,1,90.1291750606217,1.7689579129999995
satellites2-40,1,247.3684210526316,0.1092875509998521
satellites2-60-fs,1,610.5263157867868,2.2261993850002
swath,1,52.59021437740692,0.1148461640000007
swath1,1,299.7612494179468,0.20439445599999995
timtab1,1,59.51512346161861,2.3111396500000003
timtab2,1,62.86413876114392,1.4894072329999999
traininstance2,1,21.12225006961849,0.7792012669999998
traininstance6,1,28.066454577589255,0.3862661399999999
unitcal_7,1,36.92905006973502,0.11783110700000066
