problem,numSols,stage,gap,time,iterations
10teams,1,2,7.6,11.576706757,168
30n20b8,1,2,66.66666666666667,4.977289984,193
50v-10,1,2,55.85711343305191,0.316844303,26
CMS750_4,1,1,35.87786259541985,2.319783313,37
a1c1s1,1,1,41.70506407592043,0.494404102,31
academictimetablesmall,1,3,100.0,489.890768116,760
aflow30a,1,1,44.51365596550072,0.101895988,31
aflow40b,1,1,80.82731451083389,0.302549816,35
air04,1,1,1.4292988709592456,1.895414173,7
air05,1,1,2.6358535144713526,0.66988682,5
app1-1,1,1,66.66666666666667,0.434927438,33
app1-2,1,1,43.90243902439025,8.006547095,38
arki001,1,2,3.071034834616459,12.598027289,561
assign1-5-8,1,1,4.072398190046149,0.028697374,5
atlanta-ip,1,1,10.90032491895907,9.802479526,6
b1c1s1,1,1,61.53501376679556,0.421873033,34
bab2,1,2,62.47276416254765,497.888904625,340
bab6,1,2,22.639851808934836,116.288873453,146
beasleyC3,1,1,11.398354876615747,0.19379416,36
binkar10_1,1,1,3.0974288033407507,0.087188109,21
blp-ar98,1,1,44.628678875506914,2.106377399,19
blp-ic98,1,1,23.24602194600889,0.454801688,3
bnatt400,0,3,100,146.683173069,709
bppc4-08,1,1,26.38888888888889,0.139394633,6
brazil3,1,2,86.74033149171271,59.099186185,43
buildingenergy,1,2,1.1486629973112918,109.383078623,3
cap6000,1,1,0.34984418961261365,0.028244279,1
cbs-cta,1,1,0.0,2.403573857,40
chromaticindex1024-7,1,1,0.0,60.382191084,5
chromaticindex512-7,1,1,0.0,85.781493528,6
cmflsp50-24-8-8,1,3,15.613269459651397,146.983937489,998
co-100,1,1,72.2290482405505,5.313830697,16
cod105,1,1,100.0,1.649503259,1
comp07-2idx,1,2,97.26027397260275,13.827735258,49
comp21-2idx,1,2,90.98660170523752,13.069722805,70
cost266-UUE,1,1,27.856696652197446,0.323697584,26
cryptanalysiskb128n5obj16,0,0,0,3600.0,0
csched007,1,2,33.26996197718631,5.104704619,444
csched008,1,1,8.947368421052632,0.85885445,100
cvs16r128-89,1,1,97.9381443298969,0.866054217,1
dano3_3,1,1,0.01038420532413522,18.613745659,2
dano3_5,1,1,0.3163367627454773,19.088683027,2
dano3mip,1,1,13.375630388807545,23.663268084,5
danoint,1,1,24.48275862068965,0.564120839,39
disctom,1,1,0.0,1.190840669,2
drayage-100-23,1,1,2.9308624382144025e-09,0.307087575,13
drayage-25-23,1,1,6.284618884172661,0.165735805,4
ds,1,1,98.22634914838679,5.39254893,1
dws008-01,0,3,100,84.345980606,1059
eil33-2,1,1,76.87622937403727,0.05828665,1
eilA101-2,1,1,80.84131692238944,0.90496474,1
enlight_hard,0,3,100,2.783869818,721
exp-1-500-5-5,1,1,71.16908576154448,0.052869512,19
fast0507,1,1,15.533980582524272,0.798800977,1
fastxgemm-n2r6s0t2,1,1,94.00941823637272,0.729467584,46
fhnw-binpack4-48,0,3,100,61.120068879,1388
fiball,1,2,10.38961038961039,0.85579997,5
fiber,1,1,54.63699810355735,0.051399183,14
fixnet6,1,1,38.61920172599784,0.088364125,31
gen-ip002,1,2,9.532299706806066,0.00544137,1
gen-ip054,1,2,9.262959049364076,0.007554432,4
germanrr,1,2,7.196248615922998,12.187462177,74
gesa2-o,1,2,13.904669050576272,0.160851761,32
gesa2,1,2,2.7256680787214544,0.184384759,26
gfd-schedulen180f7d50m30k18,0,0,0,3600.0,0
glass-sc,1,1,8.0,0.472732798,1
glass4,1,1,63.63634435280933,0.083268476,37
gmu-35-40,1,1,7.605918589613913,0.030506955,3
gmu-35-50,1,1,18.469935924934827,0.162511706,18
graph20-20-1rand,1,1,22.22222222222222,2.028993238,17
graphdraw-domain,1,2,80.22600572547837,0.530638677,136
h80x6320d,1,1,17.316508950663962,1.077805437,32
harp2,1,1,13.88271141003431,0.086788912,26
highschool1-aigio,1,2,100.0,1518.0931063,55
hypothyroid-k1,1,1,0.0,4.994192724,1
ic97p,1,3,13.892529488859765,3.288195476,657
ic97t,1,3,12.243989314336599,2.58209785,835
icir97p,1,3,17.35267215471057,20.505614443,1275
icir97t,1,2,7.92894280762565,1.392296528,85
irish-electricity,1,1,7.049824708457759,9.290611777,6
irp,1,1,2.391215179040197,0.204657712,2
istanbul-no-cutoff,1,1,32.753854251474024,4.603224187,14
k1mushroom,1,1,18.248175182481752,40.285889385,1
lectsched-5-obj,1,3,96.57631954350927,123.130796428,1470
leo1,1,1,30.583744682823593,0.093581439,1
leo2,1,1,28.939650256644626,0.202750622,1
liu,1,1,80.50359712230215,0.171505208,13
lotsize,1,1,81.95006093490757,0.466825423,46
mad,1,1,99.12805830296719,0.126346897,15
manna81,1,2,56.73047705864479,0.076171511,3
map10,1,1,83.43434343434343,14.079162558,9
map16715-04,1,1,100.0,19.253818101,9
markshare1,1,1,99.58847736625515,0.002221633,1
markshare2,1,1,99.6376811594203,0.002429955,1
markshare_4_0,1,1,98.66666666666667,0.002027094,1
mas74,1,2,32.609793889011456,0.014760615,7
mas76,1,2,15.592308570963267,0.013154089,6
mc11,1,1,53.94586501713881,0.382458303,42
mcsched,1,1,8.17173735001365,0.453878711,5
mik-250-20-75-4,1,2,0.684499340356781,0.03068917,7
milo-v12-6-r2-40-1,1,1,57.19645661714756,0.796854528,43
misc07,1,1,20.170454545454547,0.104529006,18
mkc,1,2,60.34161050017743,0.033058686,2
mod011,1,1,7.681935931844483,0.090008347,5
modglob,1,1,31.46974827130275,0.015515897,6
momentum1,1,2,65.97485503276981,22.373234515,334
msc98-ip,1,1,17.316680744483897,4.530046476,24
mushroom-best,1,2,99.99711919874262,14.575801089,50
mzzv11,1,2,21.272677042084908,2.185455091,12
