problem,numSols,stage,gap,time,iterations
10teams,1,1,2.1186440677966103,2.731157402,52
30n20b8,1,3,90.42789223454834,43.378608902,1766
50v-10,1,2,57.368116885221276,0.288998506,26
CMS750_4,1,1,40.142517814726844,5.905626045,91
a1c1s1,1,1,23.593649048368675,0.426572643,31
academictimetablesmall,1,3,100.0,682.489493364,1303
aflow30a,1,1,33.10225303292894,0.111189801,33
aflow40b,1,1,69.12503304255881,0.348206979,39
air04,1,1,0.10321202953999466,2.176306354,5
air05,1,1,3.008237716975581,1.290858669,14
app1-1,1,1,33.333333333333336,0.607308558,44
app1-2,1,1,43.90243902439025,10.781607816,46
arki001,1,3,0.24119553118214268,12.207241507,722
assign1-5-8,1,1,2.752293577982564,0.088537604,23
atlanta-ip,1,1,10.900308934225945,15.888520199,31
b1c1s1,1,1,60.05877536088963,0.44972043,35
bab2,1,1,9.76015570030916,140.99651348,77
bab6,1,3,10.307081781247778,458.40861613499993,747
beasleyC3,1,1,10.023866348448687,0.201259153,36
binkar10_1,1,1,11.32768011164944,0.018857963,2
blp-ar98,1,1,40.99345121381776,1.992215591,18
blp-ic98,1,1,23.24602194600889,0.465124215,3
bnatt400,0,3,100,161.02646344299998,965
bppc4-08,1,1,33.75,1.051866497,65
brazil3,1,2,82.97872340425532,20.855093523,24
buildingenergy,1,2,1.1486629973111424,605.793064342,12
cap6000,1,1,0.34984418961261365,0.028843242,1
cbs-cta,1,1,0.0,2.465567341,40
chromaticindex1024-7,1,1,0.0,56.706718475,3
chromaticindex512-7,1,1,0.0,40.54326111,2
cmflsp50-24-8-8,1,2,16.466898565916704,31.588305778,251
co-100,1,1,75.12284284705733,4.910793632,15
cod105,1,1,100.0,1.652967577,1
comp07-2idx,1,2,97.16981132075472,5.97159419,27
comp21-2idx,1,2,79.21348314606742,3.966964498,28
cost266-UUE,1,1,28.562410572490556,0.331883587,28
cryptanalysiskb128n5obj16,0,0,0,3600.0,0
csched007,1,3,32.88718929254302,16.681598088,1341
csched008,1,1,8.947368421052632,1.587998313,186
cvs16r128-89,1,1,97.9381443298969,0.869169226,1
dano3_3,1,1,0.008978566906538749,15.907329909,18
dano3_5,1,1,0.787404515707226,120.946800838,50
dano3mip,1,1,8.696844993141287,145.039158941,70
danoint,1,2,86.69205371792015,2.493866152,147
disctom,1,1,0.0,1.177836524,2
drayage-100-23,1,1,4.57622947093229,0.313120237,12
drayage-25-23,1,1,9.837840229603518,0.685587286,31
ds,1,1,98.22634914838679,5.396997844,1
dws008-01,1,3,47.29341984181249,102.03262707399999,1605
eil33-2,1,1,76.87622937403727,0.058750805,1
eilA101-2,1,1,80.84131692238944,0.91704787,1
enlight_hard,1,3,0.0,2.6076893639999996,758
exp-1-500-5-5,1,1,34.751133910356714,0.073327914,26
fast0507,1,1,15.533980582524272,0.801528297,1
fastxgemm-n2r6s0t2,1,1,92.88586452211568,0.543195211,38
fhnw-binpack4-48,0,3,100,86.99833823,1203
fiball,1,2,10.96774193548387,5.815394177,54
fiber,1,1,53.11054522393768,0.100745605,28
fixnet6,1,1,31.809621640130114,0.089016308,31
gen-ip002,1,2,9.532299706806066,0.00519984,1
gen-ip054,1,2,8.069954469790625,0.00835041,4
germanrr,1,2,9.810877278653951,18.113253414,119
gesa2-o,1,2,13.904669050576272,0.1656019,32
gesa2,1,2,2.258991082264304,0.18242396,26
gfd-schedulen180f7d50m30k18,0,0,0,3600.0,0
glass-sc,1,1,8.0,0.480051971,1
glass4,1,1,90.00003728229782,0.401303284,174
gmu-35-40,1,1,6.895152435715877,0.096104228,14
gmu-35-50,1,1,16.370422130172607,0.370342564,43
graph20-20-1rand,1,1,44.44444444444444,3.438241955,37
graphdraw-domain,1,2,28.187356363769016,0.334804459,75
h80x6320d,1,1,17.316508950663962,1.11584421,32
harp2,1,1,11.275793622323093,0.045325279,12
highschool1-aigio,1,2,100.0,900.177667772,33
hypothyroid-k1,1,1,0.0,5.000162937,1
ic97p,1,2,10.225461170576178,2.73445863,568
ic97t,1,3,6.410256410256411,6.1515835,2127
icir97p,1,3,11.649671741863388,13.453981259,923
icir97t,1,2,11.174585481398914,2.281329245,152
irish-electricity,1,1,5.238960682267671,18.304343266,19
irp,1,1,0.3027898959438825,0.207572871,2
istanbul-no-cutoff,1,1,1.8037057102076175,5.482368936,21
k1mushroom,1,1,18.248175182481752,40.622713951,1
lectsched-5-obj,1,3,91.86440677966101,201.363167972,2028
leo1,1,1,30.583744682823593,0.094545623,1
leo2,1,1,28.939650256644626,0.20517545,1
liu,1,1,87.09216480114313,1.022006733,89
lotsize,1,1,43.95438336361165,0.506629072,50
mad,1,1,98.4096843104676,0.125062937,15
manna81,1,2,56.73047705864479,0.078696814,3
map10,1,1,52.323232323232325,44.30595125,68
map16715-04,1,1,100.0,66.075392986,64
markshare1,1,1,99.58847736625515,0.002274427,1
markshare2,1,1,99.6376811594203,0.002406298,1
markshare_4_0,1,1,98.66666666666667,0.002145143,1
mas74,1,2,18.510649775085525,0.154762487,90
mas76,1,2,74.57485204889647,0.152584317,90
mc11,1,1,52.69717939379224,0.393833363,42
mcsched,1,1,10.850423844681433,0.453369621,4
mik-250-20-75-4,1,2,74.38289898854707,0.032414739,9
milo-v12-6-r2-40-1,1,1,57.677117882439504,0.849157431,44
misc07,1,1,16.617210682492583,0.081444689,15
mkc,1,2,60.34161050017743,0.034173338,2
mod011,1,1,7.681935931844483,0.264387189,19
modglob,1,1,58.29835377137996,0.062200515,31
momentum1,1,3,55.247541249273006,107.292272852,805
msc98-ip,1,1,6.027173924674431,5.858064675,31
mushroom-best,1,2,99.999077732688,17.175813743,61
mzzv11,1,2,20.305737176535594,3.415474062,20
mzzv42z,1,2,18.773125608568648,3.521148895,23
n2seq36q,1,1,22.551928783382788,0.347360456,1
n3div36,1,1,23.329425556858148,0.348547137,1
n5-3,1,2,6.300578034682081,0.311074565,26
neos-1122047,1,1,100.0,0.064365119,0
neos-1171448,1,1,1.6181229773462784,4.288133822,31
neos-1171737,1,1,3.58974358974359,1.573322429,33
neos-1354092,1,2,6.12244897959234,128.7291244,36
neos-1445765,1,1,30.725974245065512,0.727799209,8
neos-1456979,1,2,55.44303797468354,18.340965285,288
neos-1582420,1,2,45.833333333333336,2.977827148,211
neos-2657525-crna,1,2,90.5726748547395,0.118846669,47
neos-2746589-doon,1,3,5.532034998588792,389.49203903,702
neos-2978193-inde,1,1,1.9461194907406691,0.145495742,2
neos-2987310-joes,1,1,0.07620737100703218,6.199147685,41
neos-3004026-krka,0,3,100,105.212288985,1525
neos-3024952-loue,0,3,100,109.517476933,1514
neos-3046615-murg,1,2,98.9948296550381,0.122843112,103
neos-3083819-nubu,1,2,0.7983473510012407,0.039503932,1
neos-3216931-puriri,1,3,12.361759646101435,193.563818048,1436
neos-3381206-awhea,1,3,0.22026431718061673,32.291976013,1567
neos-3402294-bobin,1,1,69.39704209328806,34.192805901,35
neos-3555904-turama,1,1,4.322766570605187,107.883770777,18
neos-3627168-kasai,1,1,1.810343253824614,0.136414826,26
neos-3656078-kumeu,1,3,21.56739193149173,128.435788728,1001
neos-3754480-nidda,1,1,5.923008321552136,0.171998176,68
neos-4300652-rahue,1,3,64.75660731330021,507.483826493,819
neos-4338804-snowy,1,2,99.92445617174076,0.891880515,121
neos-4387871-tavua,1,2,91.33799429369381,14.064201836,636
neos-4413714-turia,1,1,2.7281448838597813,70.138467506,72
neos-4532248-waihi,1,3,87.66766766766762,849.34034957,1079
neos-4647030-tutaki,1,1,4.243715233317847,11.296360303,13
neos-4722843-widden,1,2,19.817561787269007,118.886570035,164
neos-4738912-atrato,1,2,5.128612691156738,0.485681617,27
neos-4763324-toguru,1,1,38.14132572355577,23.670982217,31
neos-4954672-berkel,1,1,23.57185189605554,0.088131875,33
neos-5049753-cuanza,1,2,29.396985280288945,857.895002806,370
neos-5052403-cygnet,1,1,0.0,41.02809972,2
neos-5093327-huahum,1,1,87.70861967406243,9.08429243,102
neos-5104907-jarama,1,3,0.0,2336.228075407,1129
neos-5107597-kakapo,1,1,99.69733203796427,1.160962162,102
neos-5114902-kasavu,0,3,100,3600.901375257,222
neos-5188808-nattai,1,1,97.97699945516412,4.514874874,29
neos-5195221-niemur,1,1,83.96486132875259,9.106465634,36
neos-631710,1,1,59.801980198019805,2.298869982,1
neos-662469,1,2,78.42761938636066,2.155870567,5
neos-787933,1,2,0.0,0.029051987,1
neos-827175,1,1,0.0,0.41438074,0
neos-848589,1,1,78.76315126746987,77.60415531,60
neos-860300,1,1,39.34053439454235,0.514368113,6
neos-873061,1,1,36.51895139342246,24.511310023,32
neos-911970,1,1,54.141194204840474,0.198781456,52
neos-933966,1,1,26.046511627906977,0.9267425,5
neos-950242,1,1,55.55555555555556,20.882655891,56
neos-957323,1,1,10.917014284202159,1.896340007,2
neos-960392,1,1,2.5210084033613445,19.261367067,64
neos10,1,2,64.49339207048457,0.089588617,3
neos16,0,3,100,11.163142359,1544
neos17,1,1,73.08669417078147,0.161056445,32
neos20,1,3,60.13824884792627,13.142450907,1657
neos5,1,1,50.0,0.012430823,4
neos7,1,2,11.52053965149142,0.172316559,27
neos8,1,2,100.0,0.097231969,3
net12,1,1,16.07843137254902,3.758291325,31
netdiversion,1,1,45.61797752808989,64.611758779,7
nexp-150-20-8-5,1,1,59.33098591549296,0.451731425,7
nh97p,1,3,2.139406487232574,7.804537155,802
nh97t,1,3,9.681528662420355,14.823122693,992
noswot,1,2,9.75609756097561,0.082016851,48
ns1116954,1,3,0.0,911.888997715,1089
ns1208400,1,1,0.0,21.625531684,127
ns1644855,1,1,1.3776514323199192,827.175787482,61
ns1760995,1,1,22.749802953836525,76.585485064,76
ns1830653,1,3,54.79812371224409,24.633979244,956
ns1952667,0,3,100,1323.265099826,835
nsrand-ipx,1,1,23.80952380952381,0.059525866,1
nu25-pr12,1,2,3.5947420191361887,0.289947192,18
nursesched-medium-hint03,1,2,88.26530612244898,16.326155084,18
nursesched-sprint02,1,2,35.55555555555556,2.410639019,13
nw04,1,1,3.722736096836816,1.936831787,9
opm2-z10-s4,1,1,94.0425020289158,35.798528545,1
opt1217,1,1,0.0,0.146861542,48
p200x1188c,1,1,4.24842827205182,0.183359642,31
p2756,1,2,45.08701001933556,0.049461118,5
peg-solitaire-a3,0,3,100,503.292037844,1015
pg,1,1,2.3015753749003864,0.227571153,52
pg5_34,1,1,3.0374232583501204,0.315129618,53
physiciansched3-3,1,1,4.929360071705292,49.189499836,47
physiciansched6-2,1,3,0.40384460059769,59.42552134,792
piperout-08,1,3,62.50708304476484,44.655359417999996,1119
piperout-27,1,3,24.35754189944134,65.269432669,1310
pk1,1,1,62.06896551724138,0.169408336,62
pp08a,1,1,24.22680412371134,0.031075895,26
pp08aCUTS,1,1,7.430730478589421,0.031032619,20
proteindesign121hz512p9,1,2,2.320954907161804,4.727971881,23
proteindesign122trx11p8,1,2,1.1318619128466327,1.053962677,4
protfold,1,1,48.38709677419355,4.14926105,16
qap10,1,1,16.256157635044676,16.029261994,2
qiu,1,1,100.0,0.054085132,4
