problem,numSols,stage,gap,time,iterations
10teams,0,2,100,1.326238341,20
30n20b8,0,2,100,1.560554259,20
50v-10,0,2,100,0.114063885,10
CMS750_4,0,2,100,1.56261166,20
a1c1s1,0,2,100,0.270290586,20
academictimetablesmall,0,2,100,8.432589295,20
aflow30a,0,2,100,0.067704347,20
aflow40b,0,2,100,0.179492431,20
air04,1,1,0.10321202953999466,1.874033967,4
air05,1,1,3.982816368137469,0.668847661,4
app1-1,0,2,100,0.296319466,20
app1-2,0,2,100,6.522221001,20
arki001,0,2,100,0.227330445,20
assign1-5-8,0,2,100,0.084921254,20
atlanta-ip,0,2,100,15.028014708,20
b1c1s1,0,2,100,0.233969008,20
bab2,0,2,100,107.033584178,20
bab6,0,2,100,54.597217688,20
beasleyC3,0,2,100,0.114264434,20
binkar10_1,1,2,12.330343718943487,0.084190025,20
blp-ar98,1,2,40.05119171991721,2.156023772,20
blp-ic98,1,1,23.24602194600889,0.489428129,3
bnatt400,0,2,100,3.02597228,20
bppc4-08,0,2,100,0.453543436,20
brazil3,1,2,81.81818181818181,14.654965619,13
buildingenergy,0,2,100,696.431557779,10
cap6000,1,1,0.34984418961261365,0.028344191,1
cbs-cta,0,2,100,1.00720045,20
chromaticindex1024-7,1,1,0.0,58.21651516,3
chromaticindex512-7,1,1,0.0,39.463160833,2
cmflsp50-24-8-8,0,2,100,3.84840078,20
co-100,1,2,84.74844180046873,4.54417133,12
cod105,1,1,100.0,1.635877509,1
comp07-2idx,1,2,97.1830985915493,3.698417751,11
comp21-2idx,1,2,77.37003058103976,2.316401869,11
cost266-UUE,0,2,100,0.294918636,20
cryptanalysiskb128n5obj16,0,2,100,190.038875163,20
csched007,0,2,100,0.263017172,20
csched008,0,2,100,0.31575097,20
cvs16r128-89,1,1,97.9381443298969,0.872263292,1
dano3_3,1,2,0.008978566906538749,16.110708631,18
dano3_5,0,2,100,17.055657166,20
dano3mip,0,2,100,34.09048625,20
danoint,0,2,100,0.258608311,20
disctom,1,1,0.0,1.191058845,2
