problem,numSols,stage,gap,time,iterations
10teams,0,2,100,1.360401344,20
30n20b8,0,2,100,1.115499574,20
50v-10,0,2,100,0.104113611,10
CMS750_4,0,2,100,1.477367309,20
a1c1s1,0,2,100,0.280853597,20
academictimetablesmall,0,2,100,11.183090966,20
aflow30a,0,2,100,0.068337363,20
aflow40b,0,2,100,0.180755049,20
air04,1,1,0.10321202953999466,1.947417602,4
air05,1,1,6.021949828962372,0.916153555,6
app1-1,0,2,100,0.292947528,20
app1-2,0,2,100,6.474871097,20
arki001,0,2,100,0.305075109,20
assign1-5-8,1,1,9.012875536481541,0.022315355,3
atlanta-ip,1,2,14.2940604657581,11.851341027,16
b1c1s1,0,2,100,0.241571195,20
bab2,0,2,100,99.774259455,20
bab6,0,2,100,53.489623105,20
beasleyC3,0,2,100,0.113467858,20
binkar10_1,1,1,2.8764558112872045,0.027625407,4
blp-ar98,0,2,100,2.522516585,20
blp-ic98,1,1,21.8032042413374,0.674190572,5
bnatt400,0,2,100,3.02971309,20
bppc4-08,0,2,100,0.316184178,20
brazil3,0,2,100,33.415279103,20
buildingenergy,1,2,1.1486629973110996,305.406425508,5
cap6000,1,1,0.34984418961261365,0.02931309,1
cbs-cta,0,2,100,0.995114299,20
chromaticindex1024-7,1,1,0.0,67.541992925,3
chromaticindex512-7,1,1,0.0,41.898819803,2
cmflsp50-24-8-8,0,2,100,3.177434784,20
co-100,1,1,75.10920510233572,2.555672442,7
cod105,1,1,100.0,1.635674753,1
comp07-2idx,1,2,96.96969696969697,3.980844416,11
comp21-2idx,0,2,100,4.586491846,20
cost266-UUE,1,2,27.856696652197478,0.221211923,17
cryptanalysiskb128n5obj16,0,2,100,193.097391608,20
csched007,0,2,100,0.249850353,20
csched008,0,2,100,0.238654307,20
cvs16r128-89,1,1,97.9381443298969,0.871680122,1
dano3_3,1,1,0.009036913294338072,18.655103635,2
dano3_5,1,1,0.3159946876339561,19.707538767,3
dano3mip,1,2,13.375630388807545,24.203983439,12
danoint,0,2,100,0.226031086,20
disctom,1,1,0.0,1.183372998,2
drayage-100-23,1,1,5.2367466720952836,0.179679873,7
drayage-25-23,1,2,8.519765161636228,0.397245112,13
ds,1,1,98.22634914838679,5.452782415,1
dws008-01,0,2,100,0.97263519,20
eil33-2,1,1,76.87622937403727,0.060363465,1
eilA101-2,1,1,80.84131692238944,1.013524382,1
enlight_hard,0,2,100,0.027391486,13
exp-1-500-5-5,0,2,100,0.056144929,20
fast0507,1,1,15.533980582524272,0.83016999,1
fastxgemm-n2r6s0t2,0,2,100,0.357519473,20
fhnw-binpack4-48,0,2,100,0.47352672,20
fiball,0,2,100,1.85453646,14
fiber,0,2,100,0.07192346,20
fixnet6,0,2,100,0.058334921,20
gen-ip002,1,2,9.532299706806066,0.005167749,1
gen-ip054,1,2,32.9689998756683,0.007128964,4
germanrr,0,2,100,5.041641664,20
gesa2-o,0,2,100,0.1145957,20
gesa2,0,2,100,0.094574678,13
gfd-schedulen180f7d50m30k18,0,2,100,248.952395585,20
glass-sc,1,1,8.0,0.483856516,1
glass4,0,2,100,0.046455021,20
gmu-35-40,1,1,7.605918589613913,0.074204673,10
gmu-35-50,0,2,100,0.179043374,20
graph20-20-1rand,0,2,100,1.933253099,20
graphdraw-domain,0,2,100,0.103816509,20
h80x6320d,0,2,100,0.686492997,20
harp2,1,2,11.276517575579648,0.043824947,12
highschool1-aigio,0,2,100,759.935698901,20
hypothyroid-k1,1,1,0.0,5.148272897,1
ic97p,0,2,100,0.090448277,19
ic97t,0,2,100,0.053994503,20
icir97p,0,2,100,0.274144015,20
icir97t,0,2,100,0.292095602,20
irish-electricity,1,1,7.208079429036736,9.652398396,8
irp,1,1,0.22128540433038307,0.403057846,4
istanbul-no-cutoff,0,2,100,5.299411006,20
k1mushroom,1,1,18.248175182481752,51.958269719,1
lectsched-5-obj,0,2,100,1.854511357,20
leo1,1,1,30.583744682823593,0.097058633,1
leo2,1,1,28.939650256644626,0.212623583,1
liu,0,2,100,0.21800605,20
lotsize,0,2,100,0.223478328,20
mad,0,2,100,0.162245205,20
manna81,1,2,56.73047705864479,0.079944545,3
map10,0,2,100,24.109755741,20
map16715-04,0,2,100,30.662406814,20
markshare1,1,1,99.58847736625515,0.002477637,1
markshare2,1,1,99.6376811594203,0.002708539,1
markshare_4_0,1,1,98.66666666666667,0.002327197,1
mas74,1,2,24.20098507995012,0.036930753,19
mas76,1,2,9.053140922359475,0.022809218,11
mc11,0,2,100,0.191912911,20
mcsched,1,1,54.92593758508031,0.410903188,3
mik-250-20-75-4,1,2,100.0,0.020247309,4
milo-v12-6-r2-40-1,0,2,100,0.328313592,20
misc07,1,2,27.483870967741936,0.079217738,14
mkc,1,2,60.34161050017743,0.034451153,2
mod011,1,2,5.111679245420754,0.280694939,19
modglob,1,2,27.08949198773461,0.041345205,20
momentum1,0,2,100,1.44437741,20
msc98-ip,0,2,100,4.605609801,20
mushroom-best,0,2,100,6.504507477,20
mzzv11,1,2,18.049544156920525,2.726135181,11
mzzv42z,1,2,33.476144109055504,2.0777874,10
n2seq36q,1,1,22.551928783382788,0.360628943,1
n3div36,1,1,23.329425556858148,0.360507944,1
n5-3,0,2,100,0.133756795,10
neos-1122047,1,1,100.0,0.069703368,0
neos-1171448,1,2,14.239482200647213,2.575126509,18
neos-1171737,0,2,100,0.985342262,20
neos-1354092,0,2,100,96.632717731,20
neos-1445765,1,1,41.39908901760108,0.550013798,5
neos-1456979,0,2,100,1.793852894,20
neos-1582420,0,2,100,0.390556358,20
neos-2657525-crna,0,2,100,0.054506626,20
neos-2746589-doon,0,2,100,6.823822394,20
neos-2978193-inde,1,1,1.9461194907406691,0.222761415,4
neos-2987310-joes,0,2,100,3.5090733,20
neos-3004026-krka,0,2,100,1.309551175,20
neos-3024952-loue,0,2,100,0.748836238,10
neos-3046615-murg,0,2,100,0.032170657,20
neos-3083819-nubu,1,2,0.7983473510012407,0.04004286,1
neos-3216931-puriri,0,2,100,9.206202566,20
neos-3381206-awhea,0,2,100,0.156245581,11
neos-3402294-bobin,1,1,62.16596343178648,8.584464003,7
neos-3555904-turama,1,2,4.322766570605207,173.527292836,13
neos-3627168-kasai,0,2,100,0.096463976,20
neos-3656078-kumeu,0,2,100,3.535887985,20
neos-3754480-nidda,1,2,99.95793935234889,0.073692868,19
neos-4300652-rahue,0,2,100,24.100016839,20
neos-4338804-snowy,0,2,100,0.156040106,20
neos-4387871-tavua,0,2,100,0.468233314,20
neos-4413714-turia,0,2,100,29.529455777,20
neos-4532248-waihi,0,2,100,63.952163466,20
neos-4647030-tutaki,1,2,27.315191850922382,15.808002135,17
neos-4722843-widden,0,2,100,12.690601078,20
neos-4738912-atrato,1,2,9.618241493459992,0.230184554,12
neos-4763324-toguru,0,2,100,24.468993186,20
neos-4954672-berkel,0,2,100,0.054694239,20
neos-5049753-cuanza,0,2,100,53.640016069,20
neos-5052403-cygnet,1,1,0.546448087431694,38.417688901,2
neos-5093327-huahum,0,2,100,1.413301493,20
neos-5104907-jarama,0,2,100,342.761039942,20
neos-5107597-kakapo,0,2,100,0.251955041,20
neos-5114902-kasavu,0,2,100,532.165466028,20
neos-5188808-nattai,0,2,100,3.866130942,20
neos-5195221-niemur,0,2,100,10.17751307,20
neos-631710,1,1,59.801980198019805,2.745045375,1
neos-662469,1,2,73.84224481718087,3.515538693,10
neos-787933,1,2,0.0,0.030849309,1
neos-827175,1,1,0.0,0.426500184,0
neos-848589,0,2,100,30.989941315,20
neos-860300,0,2,100,1.641182659,20
neos-873061,0,2,100,19.959455687,20
neos-911970,0,2,100,0.082270463,20
neos-933966,1,1,7.826086956521739,4.718358221,8
neos-950242,1,2,0.0,2.497345453,12
neos-957323,1,1,10.917014284202159,1.965226331,2
neos-960392,1,1,0.8403361344537815,4.404824434,8
neos10,1,2,64.49339207048457,0.089835117,3
neos16,0,2,100,0.133565568,20
neos17,0,2,100,0.068030597,20
neos20,0,2,100,0.177152813,20
neos5,1,1,31.818181818181817,0.015314985,5
neos7,1,2,18.877804807606612,0.077536069,9
neos8,1,2,100.0,0.097245625,3
net12,1,1,16.07843137254902,2.029689138,10
netdiversion,0,2,100,301.040917049,20
nexp-150-20-8-5,1,1,59.33098591549296,0.278548777,3
nh97p,0,2,100,0.162633399,20
nh97t,0,2,100,0.164061366,20
noswot,1,2,4.878048780487805,0.022631569,12
ns1116954,0,2,100,25.822374914,20
ns1208400,0,2,100,5.994862059,20
ns1644855,0,2,100,255.929588976,20
ns1760995,1,2,11.013750757364667,16.513451688,14
ns1830653,0,2,100,1.540784849,20
ns1952667,0,2,100,11.727073751,10
nsrand-ipx,1,1,23.80952380952381,0.061167489,1
nu25-pr12,1,2,3.4998209810239884,0.085286985,4
nursesched-medium-hint03,0,2,100,68.207408828,20
nursesched-sprint02,0,2,100,3.996484171,20
nw04,0,2,100,4.763069644,20
opm2-z10-s4,1,1,94.0425020289158,27.253725427,1
opt1217,1,2,12.5,0.062998985,20
p200x1188c,0,2,100,0.115565767,20
p2756,1,2,41.987000928505104,0.049532353,5
peg-solitaire-a3,0,2,100,14.899824287,20
pg,0,2,100,0.081605224,20
pg5_34,0,2,100,0.107147458,20
physiciansched3-3,0,2,100,19.137060674,20
physiciansched6-2,0,2,100,3.523142863,20
