problem,numSols,stage,gap,time,iterations,restarts
10teams,1,3,9.956709956709958,41.326459002,692,133
30n20b8,1,3,553.3112582781457,25.043317928,911,262
50v-10,1,2,118.89024503936052,0.165946038,13,0
CMS750_4,1,1,63.49206349206421,6.760841744,113,15
a1c1s1,1,1,22.86202666168263,0.64074446,32,2
academictimetablesmall,0,0,0,0,0,0
aflow30a,1,1,66.23488773747842,0.144312561,38,6
aflow40b,1,1,298.5445205479452,0.312910354,32,2
air04,1,1,0.10331866683292659,2.548988778,5,0
air05,1,1,3.238037461135967,1.58273224,15,0
app1-1,1,1,33.333333333333336,0.854225431,55,16
app1-2,1,1,43.90243902439025,18.349135045,93,44
arki001,1,2,3.1887905733237414,15.150975234,784,210
assign1-5-8,1,1,2.830188679246248,0.097995984,22,0
atlanta-ip,1,1,8.90077648906648,15.528118304,20,0
b1c1s1,1,1,158.99706871215537,0.505130891,34,4
bab2,1,3,14.909611951691925,886.356815837,806,230
bab6,1,3,16.313566556176642,506.040916403,763,247
beasleyC3,1,1,11.803713527851459,0.218795287,35,5
binkar10_1,1,1,3.317613855492543,0.080312597,16,0
blp-ar98,1,1,70.18252960531754,1.891968855,16,0
blp-ic98,1,1,51.33839572546307,0.24230847,1,0
bnatt400,0,0,0,0,0,0
bppc4-08,1,1,35.84905660377358,1.083543043,62,10
brazil3,1,2,758.3333333333334,33.800970016,42,0
buildingenergy,1,2,0.7322299400659112,609.475543604,11,0
cap6000,1,1,0.34984418961261365,0.03385412,1,0
cbs-cta,1,1,0.0,2.670721888,40,10
chromaticindex1024-7,1,1,0.0,54.099099205,2,0
chromaticindex512-7,1,1,0.0,43.673264389,2,0
cmflsp50-24-8-8,1,3,17.950254551630913,134.33735229,834,282
co-100,1,1,302.0066485853101,5.581283785,15,0
cod105,1,1,100.0,1.839306699,1,0
comp07-2idx,1,2,4550.0,7.0351573,30,0
comp21-2idx,1,2,439.18918918918916,4.953529343,32,0
cost266-UUE,1,1,27.69810729553845,0.547678205,32,1
cryptanalysiskb128n5obj16,0,0,0,0,0,0
csched007,1,3,124.5014245014245,12.50044576,1132,237
csched008,1,3,9.826589595375722,6.184116236,818,285
cvs16r128-89,1,1,97.9381443298969,0.981678992,1,0
dano3_3,1,1,3.905733231314542e-07,20.188893631,17,0
dano3_5,1,1,0.01765790130866327,79.830261852,39,4
dano3mip,1,1,15.44095552884615,162.144862091,70,14
danoint,1,1,14.155251141552508,1.542082449,62,15
disctom,1,1,0.0,1.285186568,2,0
drayage-100-23,1,1,5.811151086511454,0.459385812,14,0
drayage-25-23,1,1,10.911273925398623,0.474276414,18,0
ds,1,1,3833.719251336991,6.005102953,1,0
dws008-01,1,3,29.632196068684436,119.947148156,2138,836
eil33-2,1,1,74.54690351896336,0.062723935,1,0
eilA101-2,1,1,184.80858186971926,1.076281473,1,0
enlight_hard,1,3,0.0,3.200879127,682,183
exp-1-500-5-5,1,1,852.0573102432953,0.099189648,31,1
fast0507,1,1,58.04597701149425,0.913016883,1,0
fastxgemm-n2r6s0t2,1,1,523.0434782608696,0.30700824,20,0
fhnw-binpack4-48,0,0,0,0,0,0
fiball,1,2,13.768115942028986,8.207177032,62,9
fiber,1,1,160.5454171010545,0.06793807,16,0
fixnet6,1,1,45.06653276424805,0.103192019,31,1
gen-ip002,1,2,16.950993641411536,0.006967738,1,0
gen-ip054,1,2,14.35012540513408,0.005813378,1,0
germanrr,1,2,10.069986264497647,21.8214324,119,18
gesa2-o,1,2,24.170872006118216,0.290205372,38,2
gesa2,1,2,2.2122049815195335,0.108942634,13,0
gfd-schedulen180f7d50m30k18,0,0,0,0,0,0
glass-sc,1,1,30.434782608695652,0.547230813,1,0
glass4,1,1,158.33357916274736,0.41396872,151,61
gmu-35-40,1,1,5.833822434182062,0.123354926,16,0
gmu-35-50,1,1,3.878308469752297,0.305090585,31,1
graph20-20-1rand,1,1,11.11111111111111,3.99297403,39,1
graphdraw-domain,1,2,345.84984252768464,0.674310487,149,51
h80x6320d,1,1,23.030617225502844,1.192041345,31,1
harp2,1,1,12.695157432553115,0.05538792,13,0
highschool1-aigio,1,2,inf,932.474360812,29,0
hypothyroid-k1,1,1,0.0,4.721046644,1,0
ic97p,1,2,11.516996448503297,0.535914957,107,41
ic97t,1,2,11.440892947742263,4.482946255,1457,554
icir97p,1,3,17.359683794466402,18.186608592,774,179
icir97t,1,3,15.654901960784313,22.345912161,737,492
irish-electricity,1,1,5.3665537450556675,24.497428802,28,0
irp,1,1,11.424657906446683,0.4408912,6,0
istanbul-no-cutoff,1,1,12.735883445544587,6.419844256,22,0
k1mushroom,1,1,18.248175182481752,40.218740245,1,0
lectsched-5-obj,1,3,2575.0,106.666897094,1110,0
leo1,1,1,80.42343297249363,0.111893992,1,0
leo2,1,1,75.64281067332057,0.213760937,1,0
liu,1,1,674.7232472324723,1.159514599,90,56
lotsize,1,1,49.555970666027115,0.416526812,39,6
mad,1,1,6601.492537313432,0.140795555,16,0
manna81,1,2,0.0,0.112553018,3,0
map10,1,1,65.45454545454545,53.867925992,62,16
map16715-04,1,1,100.0,61.659955584,65,16
markshare1,1,1,24200.0,0.006158666,1,0
markshare2,1,1,57100.0,0.005977903,1,0
markshare_4_0,1,1,7400.0,0.004937442,1,0
mas74,1,2,157.9524040597565,0.188705215,90,10
mas76,1,2,8.144356517294028,0.181930953,90,10
mc11,1,1,81.41842758148687,0.403611804,41,11
mcsched,1,1,22.99906093538386,0.6072759,4,0
mik-250-20-75-4,1,2,62.57624137205789,0.262891533,41,6
milo-v12-6-r2-40-1,1,1,110.8806764441053,0.857743253,41,11
misc07,1,1,43.238434163701065,0.112896363,18,0
mkc,1,2,53.63710535650949,0.037061976,2,0
mod011,1,1,62.24407585161152,0.239310287,13,0
modglob,1,1,152.7104158041663,0.074086857,31,1
momentum1,1,3,123.44371153243345,57.490013789,827,429
msc98-ip,1,1,13.560484956624295,6.372203806,31,1
mushroom-best,1,2,6552458.059740738,12.623637852,27,0
mzzv11,1,2,17.91140989041348,3.550895346,20,0
mzzv42z,1,2,21.402142161635833,4.634556854,25,0
n2seq36q,1,1,31.417624521072796,0.412882172,1,0
n3div36,1,1,64.98470948012232,0.34849164,1,0
n5-3,1,2,40.715607649599015,0.430346216,31,1
neos-1122047,1,1,100.0,0.072584901,0,0
neos-1171448,1,1,3.236245954692557,5.106817287,32,2
neos-1171737,1,1,5.641025641025627,1.836221321,34,3
neos-1354092,1,2,13.043478260869565,166.563097524,39,1
neos-1445765,1,1,25.507507169768882,0.831403069,7,0
neos-1456979,1,3,78.4090909090909,113.782517237,1521,306
neos-1582420,1,3,80.21978021978022,11.446737412,746,143
neos-2657525-crna,1,2,960.9577312801118,0.3403146,78,15
neos-2746589-doon,1,3,5.442684991534727,484.26175679,721,30
neos-2978193-inde,1,1,25.94027183610996,0.18950068,3,0
neos-2987310-joes,1,2,0.1831945439167496,15.694451355,98,33
neos-3004026-krka,1,3,0.0,140.458850807,1654,3
neos-3024952-loue,1,3,922.2679025265361,250.687394884,1772,0
neos-3046615-murg,1,2,11075.5,0.151801233,95,64
neos-3083819-nubu,1,2,0.8047722287712294,0.043447263,1,0
