problem,numSols,gap,stage3Time
30n20b8,1,83.11258278145695,0.49405180299999985
CMS750_4,1,294.04761904761904,0.0017308439999998981
academictimetablesmall,1,inf,819.409539523
arki001,1,1.548921064386245,0.13878510899999996
bab2,1,26.509985490287622,19.11274559000003
bab6,1,37.36538093427783,4.923939518999987
cmflsp50-24-8-8,1,16.068283744719427,12.000612976
csched007,1,35.042735042735046,5.6688684689999995
dws008-01,1,18.26443626836635,5.944258418
eilA101-2,1,466.38764181779794,0.0061190300000362186
glass4,1,241.6660375066062,0.007715898999999998
ic97p,1,12.049720953931967,0.006794824000000005
ic97t,1,7.762557077625571,1.308324656
icir97p,1,14.561264822134387,0.19237117300000006
icir97t,1,7.074509803921568,1.3400768570000001
irish-electricity,1,34.3803091034806,13.756647629999975
lectsched-5-obj,1,2087.5,4.878650962
markshare1,1,728500.0,0.0012017929999999996
markshare_4_0,1,308100.0,0.001249581000000003
momentum1,1,389.1497281358179,0.016065562999999727
neos-1456979,1,124.43181818181819,0.9076113729999999
neos-1582420,1,58.24175824175824,1.1884516769999998
neos-2746589-doon,1,23.324370082661353,34.154596845
neos-2987310-joes,1,100.0,0.0027176589999999834
neos-3024952-loue,1,209.07833756914337,18.080089425
neos-3216931-puriri,1,128.9119461581604,16.961083201999998
neos-3381206-awhea,1,4.856512141280353,1.717770087
neos-3555904-turama,1,4.322766570605207,0.2861338660000001
neos-4300652-rahue,1,206.40642510272448,15.426776863
neos-4338804-snowy,1,1087.8314072059798,0.003996545000000018
neos-4387871-tavua,1,140.18067598091372,3.320486243
neos-4532248-waihi,1,949.3506493506494,42.687511981
neos-5049753-cuanza,1,19.75089028296574,9.065814701999997
neos-5107597-kakapo,1,961.7283950617284,5.426983721
neos-848589,1,1849724.9085875584,0.3890447560000041
neos20,1,76.036866359447,1.8181174709999999
nh97p,1,13.328631877009862,0.011846861999999958
nh97t,1,11.777150916784203,2.592766916
ns1830653,1,329.74493259625643,0.35003960499999986
physiciansched3-3,1,15.777386900814978,12.075915158000043
physiciansched6-2,1,6.084259184169978,2.783584297000001
piperout-08,1,13.769941225860622,0.9900395449999997
piperout-27,1,33.45642540620384,2.696367655
proteindesign122trx11p8,1,1.1448196908986834,0.15632389499998567
rB12-111111,1,65.42405385307816,0.3354691359999995
rC10-100001,1,552.0894475755136,0.08231164699999982
radiationm18-12-05,1,501.29796197199136,0.03278732200000012
radiationm40-10-02,1,0.04249072929542645,0.11616973300000044
rd-rplusc-21,1,101.85801245863759,4.06938384
rocI-4-11,1,100.0,2.0514194100000003
rocII-5-11,1,91.08081712553584,2.305016127
satellites2-40,1,331.57894736842104,0.8274467039998399
satellites2-60-fs,1,610.5263157867868,0.08049091300006239
swath,1,52.59021437740692,0.06943594699999966
swath1,1,299.7612494179468,0.012212321000000026
timtab1,1,62.80656195570574,1.249219528
timtab2,1,64.63613482155925,1.27385869
traininstance2,1,16.597048175995546,0.7714767290000001
traininstance6,1,36.37327677624602,0.3334685070000001
unitcal_7,1,46.37122752671978,0.1288372630000012
