problem,numSols,gap,stage3Time
10teams,1,2.380952380952381,6.599800736
30n20b8,1,133.11258278145695,3.233459073
arki001,1,2.046905897496673,8.15746885
bab2,1,9.774167110472483,71.60422935500003
bab6,1,12.016052946358393,117.276812172
comp21-2idx,1,15764.864864864865,3.4224200509999996
csched007,1,51.2820512820505,35.980646592
csched008,1,9.826589595375722,19.249739987
danoint,1,197.8538812785388,0.44137340799999997
eilA101-2,1,466.38764181779794,18.399755443000004
fastxgemm-n2r6s0t2,1,2714.2260869565216,0.09639831700000001
fiball,1,8.695652173913043,3.2530313520000003
hypothyroid-k1,1,92.42371097860399,19.932755991999997
ic97p,1,15.093860984271943,0.05314005299999999
ic97t,1,10.020294266869609,1.759056572
icir97p,1,12.91699604743083,27.637491222
icir97t,1,4.1568627450980395,0.47776868400000005
lectsched-5-obj,1,787.5,522.064588523
milo-v12-6-r2-40-1,1,109.64745687107045,0.4083661140000001
momentum1,1,323.3166084479437,1.4619886599999998
mushroom-best,1,14683331.571047995,0.32611659200000176
neos-1456979,1,127.27272727272727,30.922841319000003
neos-1582420,1,52.74725274725291,1.530453868
neos-2657525-crna,1,962.2031171648401,3.581968806
neos-2746589-doon,1,1051.8275072203967,401.49524502
neos-3046615-murg,1,58.9375,0.009112942999999998
neos-3216931-puriri,1,53.754907459338206,1941.6684628790001
neos-3381206-awhea,1,4.856512141280353,0.7028993320000001
neos-3656078-kumeu,1,788.0597014925108,709.227695758
neos-4338804-snowy,1,14678.042148198505,0.13466095299999997
neos-4387871-tavua,1,75.82412716338155,1.140262345
neos-4532248-waihi,1,949.3506493506494,121.88043809700002
neos-4722843-widden,1,36.19482885256251,4.931431060000001
neos-5107597-kakapo,1,46624.1975308642,0.5132682970000001
neos-848589,1,1849724.9085875577,61.49867169099999
neos16,1,2.914798206278027,7.307898002
neos20,1,60.13824884792627,2.523790845
nh97p,1,11.212976022566997,12.515814865
nh97t,1,8.674188998589562,3.215619833
ns1208400,1,5.5000004550720405e-08,226.37642374100002
ns1830653,1,460.67306759771117,0.7065118709999998
physiciansched3-3,1,1041.1158765405585,361.520886612
physiciansched6-2,1,63.1315383991566,17.288860801
piperout-08,1,231.43576826196474,12.117330084
piperout-27,1,39.7341211225997,75.279872154
proteindesign121hz512p9,1,25.865580448065174,185.828356154
proteindesign122trx11p8,1,3.548941041785919,42.254127631
rB12-111111,1,84.81664122734922,1.4168072119999993
rC10-100001,1,1264.511856218996,0.5586027170000001
radiationm18-12-05,1,409.11419788227255,0.34171405099999985
radiationm40-10-02,1,324.7218788627936,1.698763949
rd-rplusc-21,1,102.58354698108157,48.284709072
reblock115,1,100.0,0.7094635760000001
rocI-4-11,1,32.88759531862962,19.273602593
rocII-5-11,1,98.87034377587541,21.68284834
roll3000,1,57.49418153607448,2.6501444259999998
supportcase42,1,389378730265117.56,0.3218630960000013
swath,1,55.7054893025246,0.20568999599999993
swath1,1,241.65317983589358,1.469985191
swath3,1,244.20046555880288,1.7628142089999999
timtab1,1,50.06851715280649,1.006011806
timtab2,1,45.29127453119863,5.040429753000001
traininstance2,1,39.682539682605594,19.58315739
traininstance6,1,45.49310710498409,0.716788666
unitcal_7,1,12.807603276413147,113.823456056
