problem,numSols,gap,stage3Time
10teams,1,6.70995670995671,8.161899078
30n20b8,1,250.66225165562915,3.027240549
arki001,1,2.143466516504467,1.1929200899999999
bab2,1,10.595107090662912,93.23418502900003
bab6,1,15.428126603286914,77.18497325299998
comp21-2idx,1,18112.162162162163,2.9383851720000003
csched007,1,67.80626780626781,1.4580927040000002
csched008,1,9.826589595375722,19.951651118
danoint,1,197.8538812785388,8.021279584
eilA101-2,1,466.38764181779794,16.471797832999997
fastxgemm-n2r6s0t2,1,2714.2260869565216,0.10098155100000006
fiball,1,12.318840579710145,1.277905288
hypothyroid-k1,1,99.61417046650298,20.127783404
ic97p,1,15.119228817858955,0.052613046999999996
ic97t,1,9.58904109589041,1.2696477130000001
icir97p,1,12.58498023715415,12.479412171
icir97t,1,11.05882352941175,1.4060712899999999
lectsched-5-obj,1,1500.0,427.727645578
milo-v12-6-r2-40-1,1,136.60560975797122,0.42122191900000006
momentum1,1,323.3030521364366,1.4833340690000005
mushroom-best,1,14683331.571047995,0.3285861099999998
neos-1456979,1,115.9090909090909,53.60435730099999
neos-1582420,1,79.12087912087912,0.621842138
neos-2657525-crna,1,962.4070991656486,7.332898545
neos-2746589-doon,1,1024.0414301364406,644.944701991
neos-3046615-murg,1,58.9375,0.008233444999999999
neos-3216931-puriri,1,53.749298934380256,364.873194233
neos-3381206-awhea,1,4.856512141280353,3.8653144270000004
neos-3656078-kumeu,1,734.8947024794643,566.6784198329999
neos-4338804-snowy,1,6246.838885112169,0.136270016
neos-4387871-tavua,1,86.05098838845542,2.366294019
neos-4532248-waihi,1,949.3506493506494,174.29261201399999
neos-4722843-widden,1,36.79212143784441,4.957723219999998
neos-5107597-kakapo,1,46579.753086419754,0.4535467670000001
neos-848589,1,1849724.9085875577,61.3728586
neos16,1,0.4484304932735426,6.850897898
neos20,1,38.24884792626728,0.599653024
nh97p,1,9.379407616361071,12.269097407
nh97t,1,8.180535966149506,9.05351059
ns1208400,1,5.500004895964139e-08,313.264750187
ns1830653,1,484.9190185239065,7.716611775999999
physiciansched3-3,0,0,2438.951765097
physiciansched6-2,1,63.31197794177277,22.356974442
piperout-08,1,22.031905961376996,5.705848256
piperout-27,1,28.43426883308715,57.23101336
proteindesign121hz512p9,1,2.9871011541072643,39.171527284999996
proteindesign122trx11p8,1,1.0875787063537492,41.910138450999995
rB12-111111,1,65.44117647058823,1.386386001
rC10-100001,1,1257.452666026024,0.269994501
radiationm18-12-05,1,412.848684959581,0.4043221749999999
radiationm40-10-02,1,327.8140451174289,1.6759471819999998
rd-rplusc-21,1,102.58354698108157,47.796853007
reblock115,1,100.0,0.7137888990000001
rocI-4-11,1,99.66441330965085,26.273080463
rocII-5-11,1,98.87730446709524,26.864541646
roll3000,1,39.43366951124903,0.5570960479999999
supportcase42,1,389378730140739.94,0.32071407200000124
swath,1,55.7054893025246,0.20396220500000006
swath1,1,197.20666040075395,1.5044807199999999
swath3,1,175.82907434448973,1.559896861
timtab1,1,53.85879713167845,0.074383952
timtab2,1,60.87385197476519,6.19735508
traininstance2,1,48.579782790342946,7.571599638
traininstance6,1,1528.7380699893956,0.6643389899999999
unitcal_7,1,14.606360824766725,29.190030397999998
