problem,numSols,stage,gap,time,iterations,restarts
10teams,1,1,1.0822510822511069,0.476404108,7,0
30n20b8,1,3,200.0,29.484984103,1073,326
50v-10,1,2,120.80195023621089,0.323200314,26,0
CMS750_4,1,1,66.26984126984127,6.378551039,107,10
a1c1s1,1,1,30.13623138438572,0.54069479,31,1
academictimetablesmall,1,3,inf,609.494422975,1598,17
aflow30a,1,1,41.88255613126079,0.128125314,34,2
aflow40b,1,1,231.59246575342465,0.555476776,58,12
air04,1,1,0.10153731050822096,3.014509318,13,0
air05,1,1,3.1015393948585728,1.388396954,14,0
app1-1,1,1,66.66666666666667,0.718602657,46,8
app1-2,1,1,43.90243902439025,12.468814987,59,16
arki001,1,2,3.0436544750201064,27.487058616,1094,273
assign1-5-8,1,1,1.8867924528311448,0.114059885,28,0
atlanta-ip,1,1,14.456096921444393,13.485710406,15,0
b1c1s1,1,1,125.01152000977828,0.553192347,38,6
bab2,1,3,8.642371450509982,843.970661251,749,262
bab6,1,3,11.973186892381571,477.083963801,753,179
beasleyC3,1,1,11.936339522546419,0.226708964,36,6
binkar10_1,1,1,12.774764578069451,0.021388826,2,0
blp-ar98,1,1,63.51809148834318,2.151964686,18,0
blp-ic98,1,1,30.28640669237616,0.510528716,3,0
bnatt400,1,3,0.0,197.134609743,787,0
bppc4-08,1,1,9633.962264150943,1.103808298,57,7
brazil3,1,2,191.66666666666666,18.661350687,23,0
buildingenergy,1,2,1.1620105829018619,563.395344201,11,0
cap6000,1,1,0.34984418961261365,0.034059669,1,0
cbs-cta,1,1,0.0,2.741734493,41,11
chromaticindex1024-7,1,1,0.0,54.517153047,3,0
chromaticindex512-7,1,1,0.0,45.74620659,2,0
cmflsp50-24-8-8,1,1,18.651364490975105,23.240072934,178,55
co-100,1,1,301.976205492934,5.612427082,14,0
cod105,1,1,100.0,1.800492318,1,0
comp07-2idx,1,2,3183.3333333333335,6.342045194,27,0
comp21-2idx,1,2,401.35135135135135,4.263371253,24,0
cost266-UUE,1,1,29.40900290552839,0.474712418,31,1
cryptanalysiskb128n5obj16,0,0,0,0,0,0
csched007,1,3,54.98575498575499,10.887058047,1100,306
csched008,1,2,9.826589595375722,3.094582049,390,131
cvs16r128-89,1,1,97.9381443298969,0.964527211,1,0
